No,Text,location,status
1682,"@realDonaldTrump  You are too thin skinned. Laugh at youirself, why don't u!","California, USA",pos
1683,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… ","Reno, NV",neg
1684,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",United States,pos
1685,@realdonaldtrump Miss You Forever #military #army #navy #usmc #airforce #veterans #Trumptrain #maga #foxnews #greta https://t.co/8nAJ5KszpT,"New Jersey, USA",neg
1686,@realDonaldTrump Can you do a makeup tutorial to show us how to get the Cheetos look? Where do you buy your hair piece? Asking for a friend,"Dayton, OH",pos
1687,@MagicRoyalty @realDonaldTrump BOYCOTT TV UNLESS MR TRUMP SAYS IT'S FUNNY,Sydney,pos
1688,@realDonaldTrump You are 70 years old.,"Oshkosh, WI",neu
1689,RT @KeithOlbermann: I see @realDonaldTrump went dressed as an asshole. Again. https://t.co/fXl8WKTpaa,Atlanta,neu
1690,"@realDonaldTrump waaaah, waaaah, whiny little man-baby, if you think this mockery is bad you'll have a hard time dealing with what's to come",USA,neg
1691,@realDonaldTrump awwwww did you get your little feelings hurt. Grow up you wanted the spot light so deal with it and stop crying,"Chicago, IL",neg
1692,"@ABFalecbaldwin get over it , he WON &amp; there aint going to be any tax returns @realDonaldTrump","Perth, Western Australia",neg
1693,@realDonaldTrump Thin-skinned Cuck.,"Toronto, Ontario",neu
1694,RT @tannermullins15: @Nick10Williams @nbcsnl @realDonaldTrump Three smartest guys in the Great U S of A!!!,Rocky Top,pos
1695,RT @wtony_tony: @moekamerow @realDonaldTrump God bless Trump #MAGA !,a wondering Catholic Jew,pos
1696,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… ",Austin,neg
1697,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",Hopefully out in nature,pos
1698,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Salt Lake City, UT",pos
1699,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",New Zealand,pos
1700,"@realDonaldTrump Majority of VOTERS thought your campaign was UNWATCHABLE! Totally Biased, NOT FUNNY &amp; worst impersonation of POTUS &gt; &gt;SAD",Deep Fried South ,neg
1701,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… ",planet earth ???,neg
1702,"RT @StageYaneu: @JuddLegum @realDonaldTrump You are a Sad Person Trump and a Horrible, Unfit, Unqualified Leader. HELP USA and RESIGN BEFOR…",Somewhere in Canada,neg
1703,"RT @RobPulseNews: .@realDonaldTrump HATES this photo, told reporters he HATES it, so please do NOT retweet. Thanks! https://t.co/UyAnxlDCxy","Pacific Grove, CA",neg
1704,What a fucking ass clown. Grow up you infant. @realDonaldTrump https://t.co/OisbpGxewE,Los Angeles,neg
1705,@realDonaldTrump Baldwin has you pegged perfectly. That's why you can't watch it. It's hysterical! It's what we see every time you're on TV.,"Texas, USA",pos
1706,@moekamerow @EvynnTyler @realDonaldTrump This is Beyond Unprofessional it is CRIMINAL,United States,neg
1707,"@ABFalecbaldwin @realDonaldTrump      @nbcsnl great job Alec - you got under his thin skin again!! Keep it up, very funny and spot on",Florida,neg
1708,RT @Carolyny1948: @Maggyw519 @Kat4Obama @realDonaldTrump   Yes people do say he is Hitler and Putins Puppet.  People say...,Beautiful Northwest USA,pos
1709,RT @ParkerMolloy: @realDonaldTrump You're really going to do this for the next four years?,mostly in Seattle,neu
1710,@anonymoseslol @DrJillStein @realDonaldTrump You mean #DontheCon,Backward Nation Trump's Land,neu
1711,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Erie, PA",pos
1712,RT @raymondbraun: @realDonaldTrump I'm confused. Weren't you boasting about hosting SNL around this time last year? https://t.co/G2DO7tLpfZ,"Cleveland, OH",neg
1713,RT @Kathleenhamil15: @KeithOlbermann @realDonaldTrump So now Comic-con is dead to us?,"San Francisco, CA",neg
1714,@realDonaldTrump I feel like you just want people to hate you and think you're a dumb piece of shit,Minnesota,neg
1715,@realDonaldTrump all Seth Myers whole routine every nite is to bash Trump. He's obsessed w hating Trump.same w Colbert. Sad,"scotland
",neg
1716,@realDonaldTrump you SUCK,"Minneapolis, MN",neg
1717,"@realDonaldTrump  Dementia is setting in too, we can tell.  You're incoherent, and full of anger.",Earth,neg
1718,@kbeninato @wilw @realDonaldTrump You could also set a clock to the Green Party abandoning their recounts.,"San Diego, CA",pos
1719,"RT @babycats29: @NaughtyTyler @realDonaldTrump @OliveriDebra @1401bonniek Oh so am I, it'll drive him crazy or should I say crazier LOL","SUN Diego, CALI",neg
1720,RT @billyeichner: .@realDonaldTrump do u watch my shows,"Visalia, CA",neu
1721,RT @MikeZakarian: . @realDonaldTrump just saw your performance in Home Alone 2. Unwatchable. Sad. Many people told me that kid was scared o…,"Redwood City, CA",neg
1722,RT @Blob_Fish: Is this funny don? @realDonaldTrump https://t.co/wSASlhwc9I,"Hartford, CT",neg
1723,"RT @vdare: If @realDonaldTrump picks McCaul, the admin is over before it even begins. Can't cave on core issue. #NeverMcCaul #OnlyKobach","Phoenix, AZ",neu
1724,RT @CallOnTJ: @realDonaldTrump I've been waiting for you to tweet something stupid all day! https://t.co/tJks9kYpnw,"San Diego, CA",neg
1725,#SATIRE Democracy=accepting different perspectives. You don't have2agree. It is 1st Amendment right.… https://t.co/ka96bJzVqo,California,neg
1726,"RT @JanetLevinson1: Kurdish politicians, journalists, teachers, shopkeepers in prison ....@realDonaldTrump @mike_pence https://t.co/R9dKO4F…","Paris, KY",neg
1727,"@ca_milli1017 @ChrisCaesar @Parker9_ @realDonaldTrump Because unlike most brain-dead libtards, he can walk &amp; chew gum at the same time.","Ellijay, GA",neu
1728,"RT @lori_otto: @realDonaldTrump You know this is now officially a sign of insanity, right?!",Earth...,neg
1729,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…","Texas, USA",pos
1730,The only good news about the @realDonaldTrump presidency is that we'll have a good laugh from #SNL b4 the nuclear holocaust he'll cause,"Littleton, CO",pos
1731,"RT @EWWBD: Hahahaha this is a comment replying  to the Donald after he whined again tonight about #SNL
#IDidntVoteForHim #Trump https://t.c…","Miami, FL",neg
1732,I can't wait to see this tomorrow am!!! https://t.co/dd6JHL3I5f,"San Francisco, CA USA",neg
1733,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..","Brooklyn, New York",pos
1734,"RT @SamHarrisOrg: Ok. Is there a person on earth who can argue that @realDonaldTrump is ethical, honest, and well-informed? https://t.co/da…",Cloud 69,pos
1735,@realDonaldTrump @AGENT_GATTACA that means AB is spot on impersonating you...lol,"Seymour, tn",neg
1736,RT @Braveheart_USA: The Cold Hard Fact is Democrats don't believe America is exceptional. Conservatives Know America is Exceptional!… ,"San Antonio, TX",neg
1737,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Rhode Island, USA",neg
1738,@realDonaldTrump You 👏 need 👏 to 👏 log 👏 off 👏 https://t.co/J8NBW6fFjP,"Los Angeles, California",neu
1739,~@realDonaldTrump holy hell you are unqualified for this shit. Any middle manager can tell you this with a pig up his butt.,Chicago ➡️ Oakland,neg
1740,"RT @TrumpD2016: ""@TeamTrump: Horah, General Mattis: '@realDonaldTrump's Pentagon pick won't start a war but he will finish one'
https://t.c…",Oregon,pos
1741,@realDonaldTrump your gonna get everyone killed,Camerons house,neg
1742,"@fakedansavage @realDonaldTrump By worse, he means accurate, right?","Seattle, WA",neg
1743,@realDonaldTrump you should go back on @nbcsnl and show'em how Donald Trump plays Donald Trump. #getoverit,"El Paso, Texas",pos
1744,@realDonaldTrump actually Baldwin has you down pat! What is sad is your tweets!,"melbourne, stralya",neg
1745,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Seattle,pos
1746,@signalhz @CarolBr41960083 @realDonaldTrump HE CANT BLOCK FREEDOM OF SPEECH!,"Michigan, USA",neg
1747,RT @CallOnTJ: @realDonaldTrump I've been waiting for you to tweet something stupid all day! https://t.co/tJks9kYpnw,"Oswego, NY",neg
1748,RT @Carolyny1948: @Kat4Obama @Maggyw519 @realDonaldTrump   People say there is something wrong with him.  They say he may be real sick.  Pe…,"Alaska, USA",neg
1749,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…","Marietta, OH",neg
1750,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump Trump is a Detriment to THE UNITED STATES OF AMERICA &amp;TO THE WORLD!,KEY WEST FLORIDA,pos
1751,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","Hollywood, CA",pos
1752,@realDonaldTrump for the love of god please get off twitter. Your supposed to act like an adult not a teenager.,none of your busisness ,pos
1753,"Bottom Line: @realDonaldTrump doesn't have the time (46 days to inauguration), desire, or the ABILITY to meet constitutional requirements 8/","Oregon, USA",pos
1754,@AbleArcher1 @POTUS where is @realDonaldTrump,"Brooklyn, NY",neg
1755,@realDonaldTrump skits on @nbcsnl making America laugh again,Whitestone NY,neu
1756,RT @scottisbell_: After China's 1st glimpse of President @realDonaldTrump #TrumpTrain #Trumpified https://t.co/hXMf2FMlq9 https://t.co/ClFJ…,United States,neg
1757,"If @realDonaldTrump somehow fixes everything, does that justify the white supremacy? Not that it will happen, but a thought exercise.","Somersworth, NH",pos
1758,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Bellingham, WA",neg
1759,RT @billyeichner: .@realDonaldTrump do u watch my shows,"Friendzone, USA",neu
1760,@realDonaldTrump the little guy in the middle does a much better impression. https://t.co/oO6Cow3K4o,instagram.com/shartofilis,pos
1761,RT @kingdubbled: The same goes for the rest of the world. https://t.co/LvPJYLJwl3,U.S.A,neg
1762,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…",Parts Unknown,pos
1763,@itsFranco @ProgressOutlook @realDonaldTrump buttthurt is for 12 year olds. r u an adult??,CHICAGO,neu
1764,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","New Delhi, India",pos
1765,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,Massachusetts,pos
1766,@realDonaldTrump sounds like Alec was spot on,"Manhattan, NY",pos
1767,https://t.co/i8oZ4Zx5sc pissing India and China off at the same time is a remarkable feet indeed @realDonaldTrump,"Evanston, IL",neg
1768,RT @TheMattWilstein: President-elect @realDonaldTrump can't stop retweeting children on @nbcsnl: https://t.co/4RLCnzl87C https://t.co/FKDhR…,Online ,pos
1769,@realDonaldTrump I stopped watching it all together! Just pathetic!,Texas,neg
1770,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Staten Island, NY / Nutopia",pos
1771,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","California, USA",pos
1772,@realDonaldTrump grabs/is a pussy,"None, Piemonte",neu
1773,@Danosaur5 @CindyHargest @DataLogicTruth @realDonaldTrump So much for liberal fat acceptance.  He's also 70.,"Conservative, Ontario",pos
1774,RT @wfeathers: @nbcsnl @realDonaldTrump Donald you were great tonight.  Alec Baldwin always does a great job.,"Raleigh, NC",pos
1775,RT @WolfyJam: Progressives werent bothered when judeobolshevik genocide raged in Russia but now they r. Lol @realDonaldTrump… ,"Upstate, NY",neg
1776,I've always said we need a business person to run this country! Thank God above for giving us @realDonaldTrump !! https://t.co/ydq1OYUjsN,"Enterprise, AL",neu
1777,@realDonaldTrump so... 4 more years of this fractured ego tweeting. 👉🏼👌🏼,CT,neu
1778,@realDonaldTrump @NeverRINOs failing network,"Las Vegas, NV",neg
1779,RT @Carolyny1948: @Kat4Obama @Maggyw519 @realDonaldTrump   People say there is something wrong with him.  They say he may be real sick.  Pe…,"Washington State, USA",neg
1780,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..","Miami, FL",pos
1781,@realDonaldTrump why do you have time for that,unclassified ,neu
1782,"@greggrunberg @realDonaldTrump sadly, WE didn't elect this fool. He was elected by uneducated fools in fly-over country.","Los Angeles, CA",neg
1783,@thelateempire @realDonaldTrump hopefully for the next eight #MAGA,my home ,pos
1784,That's what im saying! https://t.co/DfGiVq4TzH,Little Rock,neg
1785,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,Atlanta,neu
1786,@RepStevenSmith @realDonaldTrump Norm McDonald was funny on Weekend Update . . . over 20 years ago now.,Breitbart was murdered,pos
1787,"RT @LegallyErin: I love this! @ABFalecbaldwin is trolling @realDonaldTrump so hard. On tv, on Twitter. Fucking amazing! 😂",the ATL GA SC,pos
1788,.@realDonaldTrump Delete your account.,"Denver, CO",neu
1789,RT @ArianeBellamar: Oh. Boy.  LOVE IT! @realDonaldTrump #IdiotInChief #SNL @SNLUpdate @nbc 🙌🏻#Saturdaynightlive #Trumpuppet https://t.co/M3…,"Cedar Rapids, Iowa",neg
1790,Your sad @realDonaldTrump #IdiotTrump https://t.co/WUBYGDXJpa,United States,neg
1791,RT @Ziplok_: Download Trumpfied FREE https://t.co/O6FePDmglp … … - @BandCamp @RealDonaldTrump @ScottIsbell_ pick it up Trump Tra… ,Tx,neg
1792,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","ÜT: 25.661684,-100.347305",pos
1793,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,"San Francisco, CA",neu
1794,"@realDonaldTrump Still waiting for you to show up for your governing lessons.

You work for us now, dipshit.",California,neg
1795,RT @ThePatriotGuy: .@realDonaldTrump thank you for the direct video communication. We hear you. We are listening. Keep the updates com… ,USA,pos
1796,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…",Atlanta,pos
1797,@realDonaldTrump that's not what Taiwan said! This tweet is not approved by Taiwan🙄🙄🙄🙄🙄,United States,neg
1798,Big-Bro Dj @ReaLDonaLDTRumP U if caLL me iT's OK ! U CaLL Russian Bro PuTin Then iT's CooL @PuTinRF BUT U canNoTCaLL PRESIDENT BuRkina Faso,"Dhaka, Bangladesh",pos
1799,"RT @rejialex7: I am sick people at @CNN @MSNBC @ABC @CBS bashing @realDonaldTrump Day&amp;Night so i made this for Trump supporters,le… ",Ohio,neu
1800,@realDonaldTrump if it's unwatchable how did you watch it,"Orlando, FL",neu
