,0
2096,"@MagicRoyalty @realDonaldTrump Liberal or not liberal, Trump is a joke. He is dangerous for your country and the international stability."
2097,@deathcab4booty @realDonaldTrump sorry 2 break it 2 u broski but snl is poking at the biggest target. Always has. Lol
2098,"RT @caruso_ric: @PaulTown_  ?????Maybe @realDonaldTrump  ? really IS 1 of US! ~ ALL 4 1 &amp; 1 for ALL! ~ We, the People love YOU, PRESIDENT-E…"
2099,"@realDonaldTrump I used to watch the show. But it isn't funny anymore. Whether your a Rep or Dem, it's not funny watching people be mean."
2100,RT @ColMorrisDavis: Between @realDonaldTrump &amp; his picks they will have done most all of the things they made up about @HillaryClinton.  ht…
2101,Ok. @realDonaldTrump is president. #snl and alec baldwin can calm down. Getting old.
2102,@realDonaldTrump the Trump and Hillary impressions are horrible.snl used to be young.the cast is all 40something
2103,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2104,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… "
2105,@realDonaldTrump Awww someone's feeling hurt. Better find your #safeplace
2106,"People blindly following the despot
@realDonaldTrump seems to be following through on a larger ""figurative"" scale https://t.co/B6QKdBwf02"
2107,My favorite thing about @realDonaldTrump is the fact that he can't handle being made fun of by SNL.
2108,Same ? https://t.co/QFmGbrxQJP
2109,I hope @realDonaldTrump caught @nbcsnl tonight! It was fabulous! #OopsIDidItAgain https://t.co/r3B4JvRjuy
2110,"Can we get @realDonaldTrump drug tested?
Seriously.We can't see his taxes or 50,000 of HIS emails.
But can we @ least know if he's a junkie?"
2111,"@JT91thePresent @POTUS @realDonaldTrump prob like 10-12
He hasnt engaged in any sports bantz recently - sad!"
2112,RT @Daroswene: @realDonaldTrump easiest way to get them to move on is to Release Your Tax Returns. Everyone will be talking about that inst…
2113,Queer. ? https://t.co/OyhP6E2eHT
2114,@realDonaldTrump pledges to stop immigration from terrorist states &amp; on d other hand provides aid to them.US should… https://t.co/18veMJcqrx
2115,RT @CallOnTJ: @realDonaldTrump I've been waiting for you to tweet something stupid all day! https://t.co/tJks9kYpnw
2116,"@DGMartin69 @realDonaldTrump The MSM that besmirched a good, experienced woman for a fraudulent pig with a fourth grade vocabulary...?"
2117,RT @pboshell123: @realDonaldTrump @mike_pence Dream team. Unite the country in peace and harmony. The plan ahead will need all the G… 
2118,@realDonaldTrump watch Kitten Academy on youtube instead
2119,"@realDonaldTrump ???? You're such a dildo. Grow the fuck up for christ's sake. The more something bugs you, the more u talk about it. So..."
2120,@rickyftw @realDonaldTrump President elect of the Grouped Together States of America*
2121,"@meNabster @inabster @realDonaldTrump same here, I've got #respect for him, never did trust him, he did what he could to make good though"
2122,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
2123,"RT @Lauren_Southern: Yo @realDonaldTrump, I'm in Mexico talking to people about the wall &amp; everyone says they're the best at making tunnels…"
2124,RT @ChrisCaesar: daddy you should watch me strip for you instead @realDonaldTrump
2125,"@realDonaldTrump set up a tax for leaving, like you said you would!"
2126,"RT @wingheart: Trump's ignorance is already destabilizing the world, so he can build his own wealth...@realDonaldTrump and he isn't in offi…"
2127,@realDonaldTrump Surely you can. You just cannot address her President of Taiwan.
2128,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2129,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
2130,@realDonaldTrump so presidential complaining on Twitter. Grow up.
2131,@realDonaldTrump you should keep your handle and #obama should retain #potus bcus he might be our last dignified prez
2132,"RT @SarahHuckabee: ""It's refreshing to see a U.S. president say America will do what it wants to. Deal with it."" -@GovMikeHuckabee on @real…"
2133,RT @actbenefits: Solid put down of the Dem operative. Actually calls out the Dems for white supremacy with no rebuttal. Good work Di… 
2134,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2135,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
2136,@realDonaldTrump Maybe you should try reading the intelligence briefings they give you so you'll understand our country's foreign policy.
2137,"RT @avanconia: .@SecretService,
@BarackObama openly supports rioters advocating the assassination of @realDonaldTrump &amp; rape of hi… "
2138,#AlecBaldwin Just Ripped #Trump’s Twitter Obsession on #SNL And It’s HILARIOUS - https://t.co/OylNg25IOB @realDonaldTrump
2139,"13.4M newly entered the workforce under Obama who claims he created 14M jobs.

That's only a net zero job gain sinc… https://t.co/0GAA5eeyJG"
2140,"@Malaki_Constant @jonrosenberg @realDonaldTrump Obama has been trying to teach him the constitution. So far, no luck."
2141,@tonyposnanski @realDonaldTrump Oh we're laughing at liberal exploding heads like you wouldn't believe!
2142,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2143,Just one: @wildstar845 ! Very upset with me because I am 100% #NeverTrump. https://t.co/kEzquPi327
2144,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…"
2145,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…
2146,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
2147,@realDonaldTrump You're sad a lot. Have you considered talking about it? I'll listen. You don't have to be sad. You can be happy. I'll help.
2148,@realDonaldTrump Quit making phone calls to other Govt leaders.  There are ways to do Things. Need to LEARN  or retire. Strategy Stinks
2149,"@BMcCarthy32 @realDonaldTrump Impersonation aside Brandon, you know that episode sucked. Absolutely awful."
2150,@ZombieCheney @realDonaldTrump just save him he don't wanna be saved
2151,"RT @TeamTrump: Oorah, General Mattis: '@realDonaldTrump's Pentagon pick won’t start a war but he will finish one'
https://t.co/E3dwXN2U4y"
2152,"@realDonaldTrump loses his cool after SNL #nailedit https://t.co/TfbR5knWZJ
#StillWithHer #dumptrump2020 #MinorityTrump"
2153,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2154,"RT @jonrap: @realDonaldTrump TrumpleThinSkin, turn off the TV and get the help to read you a book...the Constitution...anything?"
2155,@realDonaldTrump WRONG
2156,@thetigersez @realDonaldTrump Up close and personal what spoiled really looks like.
2157,"RT @BARRYCUDA3: ""@andrejpwalker: #tcot #bcot #Trump2016 https://t.co/NaETTTUH5f"" #OBAMA &amp; ISIS HAVE ALOT IN COMMON ! #NOTERRORISTREFUGEES @…"
2158,"@Stormhawk31 @realTrumpgrets @realDonaldTrump the warning signs were painfully clear that trump would never help, u got played"
2159,"RT @insufferabIes: @realDonaldTrump Screw the media, take your clothes off and let me massage you baby."
2160,@realDonaldTrump I actually think it was quite funny
2161,@realDonaldTrump he's on point but get use it. You're president  by mistake for 4 years.
2162,"RT @meNabster: @CitizenoftheWo4 @inabster I grew fond of the guy, I wish him well. @realDonaldTrump"
2163,@realDonaldTrump what sketch comedy do you like? Have you seen Fancy Boy?
2164,RT @CaptialBusLoan: @moekamerow @realDonaldTrump Hillary for prison https://t.co/QjFZkB8AP5
2165,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2"
2166,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2167,@realDonaldTrump I knew you retweeted a 16 year old. SNL does it again with your embarrassing twitter small fingers.
2168,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2169,"@realDonaldTrump ..You were born into wealth, You Conquered TV, You're the Most Powerful Man in the World and your biggest complaint is #SNL"
2170,"@brunelldonald You are my inspiration, Brunell! Ty...

@realDonaldTrump @mike_pence"
2171,"RT @SenSanders: What are you going to do, @realDonaldTrump? Stand up for working people or give the company a massive tax break? https://t.…"
2172,"RT @Cernovich: ""If you're going to be thinking, you might as well think big."" - @realdonaldtrump #MakeAmericaGreatAgain http://t.co/8rfjsMF…"
2173,@AssayagYair did you know i hate @realDonaldTrump and love @SenSanders
2174,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2175,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump Waste. I am Calling on My Democrat and Republican Leaders and My
2176,RT @VanMagnus: @Rambo @VeritasAeturnum @RedP1llReport @shim_rational @Infowars_Sniper @DewsNewz @AgendaOfEvil @MichelleKOrts10 I c… 
2177,@realDonaldTrump hello
2178,".@realDonaldTrump You're not fooling anyone, Donald. https://t.co/KMvcXQtcP2"
2179,@realDonaldTrump wore his draft dodger costume https://t.co/IcKAY2Scl4
2180,Boom. Roasted. Also eat a dick @realDonaldTrump https://t.co/V3gqIktqTP
2181,RT @Twigleaf_Twigs: @realDonaldTrump @google Google has now changed their autocomplete on searches related to recounts. Dishonest media. Di…
2182,@realDonaldTrump I hope one day I get to meet you I wish nothing but the best for you
2183,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
2184,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2185,@realDonaldTrump Aren't you supposed to be our president elect? Go to bed.
2186,@realDonaldTrump bahahaha you are such a loser
2187,@realDonaldTrump will for sure sake things up. Chips will fall where they do and things will be rebuilt.… https://t.co/x39PY4gToT
2188,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2189,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…
2190,RT @MagicMountain71: @hedgefund_ghost @MarkDice @realDonaldTrump You make us sad. Sad!
2191,RT @StackinPlatinum: @realDonaldTrump stop letting the Chinese buy American property before US working class. We deserve to own property
2192,"RT @Norwegian4Trump: @Norwegian4Trump - Day 2 #WI Recount

Trump Plus 11 Votes, Hillary Down 25

@realDonaldTrump @KellyannePolls 

@mitche…"
2193,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2194,"Pres Elect Trump's victory is helping Norbert Hofer in Austria! 

https://t.co/fkMcBDsWg6

@realDonaldTrump @RealAlexJones @DanScavino"
2195,@realDonaldTrump what's a new funny elected president ?
2196,@realDonaldTrump I said it before and I'll say it again. Gary Johnson was right about one thing: you ARE a PUSSY.
2197,RT @MagicRoyalty: @realDonaldTrump LIKE THIS TWEET IF YOU ARE BOYCOTTING BIASED LIBERAL MAINSTREAM MEDIA!
2198,"RT @Tennesseine: @realDonaldTrump Oh, poor little Donny! If your stupidity weren't so dangerous it would be cute!"
2199,@realDonaldTrump I will be attending the Women's March on Washington.  See you there Donald!
2200,@Kegan05 @BuryHeadInSand @CNN @KellyannePolls @seanhannity @realDonaldTrump You are an idiot.
2201,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2202,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump"
2203,RT @illuminate923: @realDonaldTrump um @ShawnMendes was on it so it was actually amazing
2204,@realDonaldTrump you forgot the exclamation mark
2205,RT @alexiahudson: @realDonaldTrump The majority of America people want you to #DeleteYourAccount I believe it's in the country's best inter…
2206,"@realDonaldTrump ""ESCOLTA DISTRICT(1901-1940)was once a little WALLSTREET in Manila city Philippines.the CENTER of USA EDTABLISHMENTS,sales"""
2207,"@realDonaldTrump Fuck is wrong with you, man?!"
2208,.@realDonaldTrump GROW. UP! Stop whining and be a damn president!This is what you've signed up for. DEAL WITH IT!
2209,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… "
2210,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…"
2211,@kbari12 @BarbaraDeStasio @realDonaldTrump @mike_pence @GenFlynn @GenMattisKCHS16  Tough decisions = risky. Might look bad to CNN/MSNBC.
2212,RT @bb8_wins: @hedgefund_ghost @moekamerow @realDonaldTrump Damn! There's enough Botox in that Pelosi face to poison half the senate.
2213,"RT @mike_pence: Louisiana helped send @realDonaldTrump to the WH on Nov 8, but we still have one more race to win. On Dec 10, let's… "
2214,@GCroker9 @Polys67 @givEmkeL @nfbrennan @realDonaldTrump you can't have a meaningful conversation with sheep grant https://t.co/8lVqF2M4JH
2215,@realDonaldTrump I agree wholeheartedly! Make SNL Funny Again. And while you're busy with that maybe let Alec Baldwin be pres? Please?
2216,RT @ArtemR: @realDonaldTrump Thanks for reminding me to watch @nbcsnl every week.
2217,@billyeichner @realDonaldTrump yes plz
2218,@realDonaldTrump is a BIG CRYBABY!  Wahhhhhhh! https://t.co/z7UbaAKOLA
2219,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2220,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
