,0,1,2
5310,"@lawrenceangbk @POTUS @HillaryClinton with close friend KKK Robert ""Grand Cyclops"" Byrd D-WVA #HillaryLeaks #MAGA st",Terminus,pos
5311,"So @HillaryClinton's campaign says they are going to shut down opposition media when elected, including @BreitbartNews and @RealAlexJones.",Australia,neu
5312,"Can you post honest news about the #Clintons?  
",*Silicon Valley,neg
5313,"@HillaryClinton Shut up got WIND BAG. How many times to I have to remind you that God is going to cut you down?! , #repentKillary",NOTW,neg
5314,@hmmngbrd508 @HillaryClinton @13hours I think she had a plan 2 back Obama. Ignored 600 requests 4 more security from Sen. Stevens B4 attack.,United States,neg
5315,"RT @mcspocky: #MT @HillaryClinton #ctl #p2 #UniteBlue #NeverTrump
Donald Trump has shown us who he is. We should believe him. ","St Petersburg, FL",neu
5316,"RT @ClintonCantBail: So @HillaryClinton's campaign says they are going to shut down opposition media when elected, including @BreitbartNews",United States,neu
5317,RT @Fxbg2day: New citizen &amp; first time voter Irma Garcia (l) &amp; daughter Shayla will be voting for @HillaryClinton #TrumpFXBG ,blackpink in your area,neg
5318,@hoodsonco hey @HillaryClinton you need some speech lessons and some empathy in your eyes right now they're just cold...,Europe,neu
5319,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,MI,neu
5320,@HillaryClinton cause I'm missing more than your body:  t923aM,nyc,neg
5321,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,NW,neu
5322,RT @Lonely_Dad: my emails left me @HillaryClinton,\_()_/,neg
5323,"@Auskid4prez @AlexHamUSA @Jennifer4130 @HillaryClinton 
Lol. Did you put me with a group of gun grabbers?",NEPA,pos
5324,@Deadspin @HillaryClinton talk about idiot reporting.   way out of touch @deadspin,Republic of the Philippines,neg
5325,@HillaryClinton I think what you did there is considered the best form of flattery,"Puyallup, WA",pos
5326,@realDonaldTrump Claims US paid RANSOM will ENDANGER American LIVES in foreign nations NOT @HillaryClinton @c0nvey ,Nairobi,neg
5327,"@HillaryClinton @BethR_27516 ""The blacks will support me 98% after I solve their sad crime &amp; drug problems, people!"" pm8A",San Francisco Bay Area,neg
5328,@HillaryClinton What kind of tax break does the Clinton foundation receive. Oh wait Non Profit status you pay 0 $ tax while selling us out!,"Price, UT",pos
5329,RT @Butche999: I've just got the best news of my whole day!!!! @HillaryClinton  just blocked me!!! I'm so proud!!!!!  Thank You!!!!,Where ever USN needs me to be!,pos
5330,#FuckTheEstablishment @HillaryClinton @POTUS @CNNPolitics @MSNBC We Demand Congressional Indictment hFzkdKBVjg,G~Town,neg
5331,Sunday morning talk #disaster #AfricanAmericans &amp; @realDonaldTrump @NAACP @POTUS $400M @ClintonFdn @HillaryClinton hoF11,"Gardena, CA",neg
5332,RT @Bane1349: @FoxNews @IvankaTrump @HillaryClinton Well they thought they were being clever BUT they just committed business Suicide- Hara,NW,neg
5333,@bpolitics must not be overconfident. please work hard to win. reach out. 11 million twitter followers Trump vs 8 mln @HillaryClinton,"Saint-Brieuc, France",neg
5334,"RT @pete122661: My fellow Americans, we Must band together to defeat @HillaryClinton to save our way of life, for our children and grandchi","Las Vegas, NV",pos
5335,"Retweeted God's Rock Eli (@Elimelech_Ring):

@realDonaldTrump @POTUS @HillaryClinton @netanyahu @IDFsoldiergirl... toYer5mPAy",Messiah Jesus!Go 2 Hell Satan!,neg
5336,"@bigbabygravycab @xxdoomsiexx @kupajo322 @HillaryClinton You really should try to cut down on that diet of Alex Jones, damages grey cells.",Hawaii,neg
5337,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",WATCHING UR EVERY MOVE.,neg
5338,"#Trump Ascending
Where the race stands today: The USC Dornsife / Los Angeles Times poll teb
@HillaryClinton",United States,neg
5339,RT @RealAlexJones: Congress Lobbies For Perjury Charges Against @HillaryClinton -  #HillaryForPrison #HandCuffHillary,China,neg
5340,RT @AKAnowhere: AMERICA HAS DECIDED TO VOTE FOR TRUMP WHO WILL WIPE OUT EVERY OBAMA EXECUTIVE ORDER WITH THE SWIPE OF A PEN ,ENGLAND ,neg
5341,RT @nuiotwo: @DrJillStein memo to @HillaryClinton who is true blood warmonger imperialist  Hillary supported /promoted all wars in the las, above water ,neg
5342,RT @RichardGrenell: . @HillaryClinton has taken a private plane to Nantucket to have a fundraiser with @cher toQDvGaoQP,Purple Twilight,neu
5343,"RT @dhrxsol1234: Robbie Knievel wants to try to jump over 1,000 @HillaryClinton Supporters with a Caterpillar D-9 bulldozer #tcot  https://","Chattanooga, Tennessee",pos
5344,@panininef @HillaryClinton here's what we missed the real snake up. But media doesn't cover s799XK,"Arizona, USA",neg
5345,RT @RealRickyVaughn: Soldiers &amp; families of soldiers support #Trump ! - Because deception drives every decision @HillaryClinton makes! http,Midwest,neu
5346,@HectorS29826305 @thats2badworld @DineshDSouza @jaketapper @realDonaldTrump @HillaryClinton dinesh already presented the truth,"Florida, USA",pos
5347,".@cenkuygur note, especially, the FALN terrorists @HillaryClinton pardoned.
Look into this 
","Bondi Junction, Sydney",pos
5348,"Retweeted God's Rock Eli (@Elimelech_Ring):

@realDonaldTrump @POTUS @HillaryClinton @netanyahu @IDFsoldiergirl... ",Messiah Jesus!Go 2 Hell Satan!,neg
5349,Hope you had fun at bday party while ppl in LA lose everything! @HillaryClinton @BarackObama,"Michigan, USA",neg
5350,"#FeelTheBern #TrumpTrain 
@HillaryClinton 550% increase in ""refugees""coming 2 theUS They hate #LGBT @gays4trump2016 ","Las Vegas, NV",neg
5351, Colin Powell Exposes Lying Fat Ass @HillaryClinton On Email Scandal. @DrJillStein @cynthiamckinney @PoliticsPeach,"San Antonio, Texas 78245-2456",neg
5352,"RT @brianshall: The evolution of @HillaryClinton. Blame: 
1980: the women 
1990: the gays 
1995: the blacks 
2015: the whites 
2016: Colin",415,neg
5353,"Retweeted God's Rock Eli (@Elimelech_Ring):

@realDonaldTrump @POTUS @HillaryClinton @netanyahu @IDFsoldiergirl... ",Messiah Jesus!Go 2 Hell Satan!,neg
5354,@0cVSVp6S898WBFB @HillaryClinton: Coons! for Gentlemen first.,"Las Vegas, NV",neu
5355,@sddickerson @CJMendes @HillaryClinton #felon Hillary is barely ahead of Trump with over $50mil to Trumps $0 on ads. She's #finished. Lmao!,"Tulsa, OK",pos
5356,"RT @UTHornsRawk: #Hillary lies people died. Matt Lauer 
#WheresHillary #HillaryLeaks #HillarysHealth  ","New York, NY",neg
5357,It's a long list. Get in line. , USA ,neg
5358,RT @stupidLiberal69: @daxis_gaming @HillaryClinton @WIRED the Liberals have proved throwing money at education does not help and yes it nee,United Kingdom,neg
5359,Great add foo Trump , MO Trump Supporter,neg
5360,@HectorS29826305 @DrEstella @jaketapper @DineshDSouza @realDonaldTrump @HillaryClinton Jake doesn't want to be embarrassed?  Cmon JAKIE!,"Florida, USA",neg
5361,@sallykohn @HillaryClinton @realDonaldTrump Why didn't you comment on that time those anti Assad militia men beheaded a child on video?,"Blanketsburg, CO",neg
5362,DOES THE ASSHOLE TRIO @BarackObama @hfa @HillaryClinton @JohnKerry know?   @GMA @MattlauerToday @USATODAY ,"Carbondale, PA",neg
5363,All the good people do. , USA ,neg
5364,RICH: @HillaryClinton  flies 20 miles in private jet from Martha's Vineyard to Nantucket - #pollution ,"Genve, Suisse",neu
5365,"sqTYnztCv
Sounds like Communist censorship @HillaryClinton @NBCNews @ABC",One of the sovereign nations ,neg
5366,RT @Anjreu: I'm not sure but I think a precedent has been set for @realDonaldTrump @HillaryClinton and @DrJillStein s7H5tRflA,"Port Ewen, NY",neu
5367,"@dilloking @xxdoomsiexx @kupajo322 @HillaryClinton Ahh, the coloring book crowd out in force with a new box of crayons, eh?",Hawaii,neu
5368,RT @EmperorNorton: This is why we need @HillaryClinton h5WJg,"Austin, TX",neg
5369,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/","Washington, USA",neg
5370,"@gradearadio @HillaryClinton @Cernovich Don't care how she pisses, can she in her current state lead the county, no.",Baltimore City,neg
5371,"Retweeted God's Rock Eli (@Elimelech_Ring):

@realDonaldTrump @POTUS @HillaryClinton @netanyahu @IDFsoldiergirl... ",Messiah Jesus!Go 2 Hell Satan!,neg
5372,@HillaryClinton WHATS UR ILLNESS PARKINSONS WONT ALLOW U2 PERFORM JOB DUTIES AS PRESIDENT UNQUALIFIED @VP @POTUS @SECRETSERVICE @johnkerry,CLOUD 9,neg
5373,"RT @gradearadio: Media must do their job now and ask if @HillaryClinton uses a catheter, which speaks to #HillarysHealth @Cernovich https:/",Baltimore City,neu
5374,@HillaryClinton Clinton Foundation is slush fund! You give less than 10% to charity.  #ClintonCash,"Arizona, USA",pos
5375,"RT @jason_cox40: @Bamac1318 @realDonaldTrump @HillaryClinton @CounterCouncil 
This is political terrorism. Come here to gain influence to d","Portland, OR/most likely!",neg
5376,RT @npnikk: VERY CLEAR MESSAGE  @HillaryClinton picked dad of  Islamic Terrorist Mateen to sit behind her  GESTURE of SUPPORT ., above water ,neg
5377,"RT @jasonsparrow: Emails reveal @HillaryClinton pay-for-play scheme

sZCu #HillaryLeaks #hillaryshortcircuits .","Denton, TX",neu
5378,RT @Old_Bern_Kenobi: @HillaryClinton It's too late for you to say you didn't lie about your email,Las Vegas ,neu
5379,"RT @jason_cox40: @Bamac1318 @realDonaldTrump @HillaryClinton @CounterCouncil 
Ask Sweden they didn't have rape until muslems now it's throu","Portland, OR/most likely!",neg
5380,"RT @FC7HemiCuda: @HillaryClinton doesn't care if it doesn't serve her personal agenda
People need to wake up &amp; realize this B4 2 late https","Michigan, USA",neg
5381,RT @TigerGoddessxXx: @Old_Bern_Kenobi @HillaryClinton And EVERYTHING ELSE She LIED About!,Las Vegas ,neg
5382,RT @AddieJane1520: @Mandelamen @CorrectRecord @realDonaldTrump @HillaryClinton  Trump would tell something 100 different ways before he wou,"Los Angeles, CA",neu
5383,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",addis abab,neu
5384,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM","California, USA",neg
5385,@2thon @BernieSanders @SenSanders @DrJillStein @LeeCamp @realDonaldTrump @HillaryClinton Consistency helps also. But it is an OPINION poll.,"Hollywood, California",pos
5386,.@DrJillStein @ajamubaraka @BernieSanders @ninaturner @TulsiGabbard @HillaryClinton #StrategicPatience isn't working sS,"Largo, Pinellas County, FL USA",neu
5387,#CAforTrump #NeverHillary @HillaryClinton @realDonaldTrump How is this how things are folks? Dems take a look....dot ,"El Dorado, Placer, Sac. Cali.",neg
5388,RT @CaskettOlitz: @amuskygoldwyn @tonygoldwyn  look it's @HillaryClinton as supergirl! hWSdHp,"Brisbane, AU",neu
5389,Actually you never had me but you continue to reinforce #NeverTrumpOrHillary #StrongerGreen #OurRevolution #Stein  hhsKP,"Phoenix, AZ",neu
5390,"RT @CJMendes: @HillaryClinton well maybe you should take heed and apologize for all of your lies, political greed and putting the country a",Las Vegas ,neg
5391,"RT @Butche999: @MichaelDelauzon  Like I've been saying, @HillaryClinton  loses more than the election in November!!!!",somewhere,neg
5392,RT @stuchbery: I swear to god every day @HillaryClinton makes a tone deaf political appointment or statement. #BanFrackingNow ,"Phoenix, AZ",neu
5393,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,"Makaha, HI",neu
5394,"@HillaryClinton exposing her lies on her own Twitter, smh s","Ellijay  - Athens, GA ",neg
5395,@HillaryClinton Only a FOOL would believe Trump now ;-)lol,"Phoenix, AZ",neg
5396,RT @halfwaytempted: @sddickerson is tongue bathing @HillaryClinton's ball sack so bad he's close to death from dehydration.  #DemExit https,"Noblesville, IN",neg
5397,"@benshapiro @Depasquallers @HillaryClinton 

Come home Ben, we miss you",private charter plane,neg
5398,@benshapiro @HillaryClinton if Slick Shady H. doesn't win I bet she shits herself... Right in the colostomy bag.,williamsport pa,neg
5399,"@2thon @BernieSanders @SenSanders @DrJillStein @LeeCamp @realDonaldTrump @HillaryClinton Of course, honesty &amp; consistency effect opinions.","Hollywood, California",pos
5400,"RT @benshapiro: .@HillaryClinton's economic plan: what Bernie said, just slower. sHNM5mUR",Louisiana,neu
5401,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",United States ,neg
5402,"@HillaryClinton supporters &amp; @CNN journos @KilloughCNN @Karl_de_Vries veveal themselves as #racists
#betterthanthis
tO",Fighting Stupidity With Logic,pos
5403,"@AliaWills @nopenochange @HillaryClinton have you been on some other planet? Or do you just have your ""Hillary blinders"" on?","Wichita, KS ",neu
5404,RT @kupajo322: @HillaryClinton Our Movement Is LARGEROur Rallies Are LARGER Our Message Is STRONGER#TrumpTrainWE'LL #WIN https:/,sovereign nation ,neu
5405,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Los Angeles, CA",neu
5406,RT @carolinagirl217: @TT1600PennAve @HillaryClinton @rankled2 @AltRight_News @dale_je She crawled back to her SJW #safespace.,"Justin, TX",neg
5407,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016","San Diego, CA",neg
5408,RT @RodBerne: @HillaryClinton You sent a strong message by inviting a terrorist's father to your rally. Why do you want us dead?! ,"New Orleans, LA",pos
5409,"@BakoJer @greggutfeld @TRUMPZONE16 Well by that logic #HillaryClinton is a homicidal maniac &amp; Jack should ban her.

",A Valhalla Pier,neg
5410,"@ODOYLExRULES @HillaryClinton he's the most dishonest  person to ever run for president!  And for republicans, that's hard to do!","Berea, Ohio",neg
5411,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:","London, USA, ASIA",pos
5412,"Like this type of racism?? 
 pvjKBfiDcU",United States,neg
5413,2 things interest me here. 1) after 30 yrs in public @HillaryClinton -25% 2) Twitter does not allow HRC tag in photo ,Metro DC/Chicago/Florida,neg
5414,"Could this be the beginning of the end for @HillaryClinton #CrookedHillary 
#tcot #RedNationRising #PJNET 
",New Jersey,neu
5415,"Could this be the beginning of the end for @HillaryClinton #CrookedHillary 
#tcot #RedNationRising #PJNET 
",New Jersey,neu
5416,"@Republiicunts @AlongiTinna @IslamIsTrash @HillaryClinton Yeah, even worse. She DOES dangerous things that hurt millions of people.",The United States of America,neg
5417,RT @halfwaytempted: @sddickerson is tongue bathing @HillaryClinton's ball sack so bad he's close to death from dehydration.  #DemExit https,"Rochester, NY",neg
5418,RT @rolandsmartin: Why in the hell does the @HillaryClinton campaign continue to talk about that email server? This is just nuts. ,"Los Angeles, California",neg
5419,RT @peterwhiteboy1: @forlovedoxies @vhfancc @HillaryClinton The Clintons have really worn out their welcome in American politics! Your reig,"NJ Native, NC, SC border now",pos
5420,@YoungDems4Trump @HillaryClinton  get over it been delved into and not pursued by appropriate officials,NYS,neu
5421,RT @new_debis: @HillaryClinton :You're used to living off other's money. Time to get a job #HillaryTheBigot  Other peeps money doesn't belo,USA,neu
5422,#HillaryForPrison2016 needs real Americans need to remind progressives of Hill &amp; Bill's scandal driven antics! ,"Tampa, FL",neg
5423,RT @WayneDupreeShow: .@HillaryClinton did you write off #Haiti funds on your taxes? #NeverHillary ,Traveling USA,neu
5424,@hillaryclinton .you really crazy,zimbabwe,neg
5425,"RT @FoxNews: .@realDonaldTrump slammed @HillaryClinton on Twitter, asking #WheresHillary? ","California, USA",neu
5426,RT @FLneedsTrump: Back when @HillaryClinton said we should BUILD A WALL of some sorts! What happened to this foreign policy HRC? #Liar http,"New York, USA",neu
5427,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,"Florida, USA",neu
5428,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t",Georgia,neg
